tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1141963283236315136,Villigen,2019-06-21,"Waymo partnering with Renault-Nissan, Nvidia partnering with Volvo, GM partnering with Honda, Volkswagen partnering with Northvolt, Ford partnering with Rivian etc. etc. @Tesla is dictating a multi trillion industry. If this is not a sign of strength, what is it? $TSLA",11,23,108,0.0
1141964740744364032,VisualStockRSRC,2019-06-21,"$GOOG - Renault, Nissan Join With Waymo -- WSJ http://ih.advfn.com/stock-market/NASDAQ/GOOG/stock-news/Renault-Nissan-Join-With-Waymo-WSJ/80181682?adw=1126416…",0,0,0,0.0
1141964755470565381,iamtito_,2019-06-21,"$GOOGL - Renault, Nissan Join With Waymo -- WSJ http://ih.advfn.com/stock-market/NASDAQ/GOOGL/stock-news/Renault-Nissan-Join-With-Waymo-WSJ/80181683?adw=1126416…",0,0,0,0.0
1142080762122031104,FilmProfessor9,2019-06-21,"#Waymo-deal-with-Nissan/Renault-is-a-big-deal,though-most-ignoring-it-now$GOOGLI-think-Google-gets-to-1400+within-6-to-12-months,even-if-we-see-990-b/c-of-Tariffs-and-Trade-next-week",4,0,1,0.0
1142116679960289280,BoogDmc,2019-06-21,$GOOGL- position Waymo Partners With Renault And Nissan To Take Its Self-Driving Tech Global  via @forbes,0,0,0,0.0
1142532571567443968,FilmProfessor9,2019-06-22,"They-are-ahead-of-Tesla-in-many-waysand-the-software-used-to-power-the-vehicles,was-just-leased-by-several-major-car-dealers-including-Nissan/Renaultetc$GOOGLFor-once-we-were-ahead-of-the-Newslol$GOOG#WAYMO$1400-coming-in-next-few-months",5,1,1,0.0
1142558681734627328,AliceCh76224366,2019-06-22,Waymo Just Partnered With Renault and Nissan to Research Driverless Mobility Services @themotleyfool #stocks $GOOGL $RNSDF $GOOG $NSANY https://fool.com/investing/2019/06/22/waymo-partner-renault-nissan-driverless-mobility.aspx… China also Huge news,0,0,1,0.4000000000000001
1145394255692783623,Alpsoy66,2019-06-30,"This week we r about to learn QoQ sales results of the following cars:BMW 3 seriesAudi A4Mercedes C class, Volvo S60Honda AccordToyota PriusRenault MeganeAlfa Romeo GiuliaVW PassatTesla Model 3Guess which one(s) will show double digit sales growth? $tsla",2,8,44,0.0
1145710145017667584,Kogelet,2019-07-01,"Earlier this month, Waymo struck a deal with Nissan and Renault to build self-driving vehicles for those automakers.That's really bullish for Google. $GOOGL",0,0,0,0.1
1151604145134211072,Commuternyc,2019-07-17,@Alex_kump and shrinking $tsla sales  worldwide $tsla $tslaq #tesla Renault first,1,1,0,0.25
1153383285629865984,stickycactusink,2019-07-22,$KT Corp. ' have ' is based on in-vehicle Infotainment (IVI) mounted in #Renault #Samsung motorshttps://m.stock.naver.com/item/main.nhn#/stocks/030200/news/0004251697/office/008…$AAPL $AMZN $CMCSA $FB $GOOG $INTC $MSFT $NFLX $NVDA $S $T $TMUS $TSLA $VZ $XOM #wallstreet #stockmarket #stocks #investors #valueinvesting #money #finance,0,1,1,0.0
1159345934066769920,Lazcheven,2019-08-08,Fiat - Renault merger still open - Daily Mail (+french radio this morning) $TSLA $TSLAQ,0,0,0,0.0
1159756192706641920,TeslaNY,2019-08-09,"“Stricter emissions standards under WLTP regs mean some manufacturers had to shorten service intervals to make sure vehicles are compliant ... Brands known to have shortened intervals or added an oil change include @Ford, @BMW, @MINI, Renault, @MercedesBenz & @Nissan.”  $TSLA",0,3,10,0.09375
1162119123217899522,DZierler,2019-08-15,"With today’s announcement of Renault as an additional automotive customer win, RealWear fortifies Enterprise #AR dominance:https://realwear.com/blog/toyota-renault-trucks-hmt-1-wearable-computers/…$KOPN$VUZI $GOOGL $MSFT $QCOM",0,0,0,0.8
1164092949627625472,WickedSplits,2019-08-21,▶︎ Fiat-Renault deal back on the radar https://seekingalpha.com/news/3493466-fiat-renault-deal-back-radar?source=feed_news_all… #tradedeal $dis $fb $amzn $aapl $tsla $nflx,0,0,0,0.0
1164104330397528064,fuckCNBC,2019-08-21,UPDATE 1-Fiat-Renault deal hints lift European shares https://ift.tt/30wnxwN $spy $baba $aapl $amzn $bidu $ebay $jd $nvda $amd $tsla $mcd $dpz $mo $m $jpm $gs $nflx $fb $twtr,0,0,0,0.0
1164134382527025152,fuckCNBC,2019-08-21,Fiat Chrysler-Renault Merger Hopes Rise But Another Collapsed Deal Would Send Stocks Into Reverse https://ift.tt/2ZiKTZ3 $spy $baba $aapl $amzn $bidu $ebay $jd $nvda $amd $tsla $mcd $dpz $mo $m $jpm $gs $nflx $fb $twtr,0,0,0,0.0
1169898176255418372,BertelSchmitt,2019-09-06,"Attn $tsla stockholders: In compliance with strict regulations, EVs by potent global OEMs to enter a narrow market. There will be price wars (see @Renault, @VW). Their cars will be high quality, backed by experienced service and parts organizations. Get out.",9,15,67,0.252
1170166655265181696,KawasakiKR11,2019-09-07,We passed a Model 3 while getting blitzed by Renault Megane Cups,2,0,2,0.0
1170384715481673728,BertelSchmitt,2019-09-07,"GM is a horrible benchmark, like $tsla, they report only quarterly. The OEMs to compare with are all JP OEMs (production and sales monthly) and most EU OEMs. Best detail supplied by Renault, if you want monthly sales of the Granse16 made by their Jinbei joint venture, it's there",2,0,1,0.125
1171514635490476033,fly4dat,2019-09-10,Fun fact: #Tesla M3 has been outsold by the following BEV's in Austria in Aug:Audi E-TronBMW i3 (3-fold)Hyundai KonaRenault Zoe (2-fold)Smart EQVW Golf$TSLA $TSLAQ,3,6,44,0.15
1172477830933831682,TeslaOpinion,2019-09-13,"Tesla is the 4th MOST RELIABLE car in whatcar UK’s survey!10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes Benz, Porsche, Citroen.$TSLA $tslaqhttps://whatcar.com/news/the-uks-most-and-least-reliable-car-makes/n20072…",2,1,3,0.1
1175334170551173121,TeslaOpinion,2019-09-21,"Tesla is the 3rd MOST RELIABLE manufacturer in WhatCar UK’s survey! 18,000 surveyed.10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes Benz, Porsche, Citroen.$TSLA $tslaqhttps://whatcar.com/news/the-uks-most-and-least-reliable-car-makes/n20072…",1,7,11,0.10833333333333334
1175749560569757701,TeslaOpinion,2019-09-22,"Tesla is the 3rd MOST RELIABLE manufacturer in WhatCar UK’s survey! 18,000 surveyed.10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes Benz, Porsche, Citroen.$TSLA $tslaqhttps://whatcar.com/news/the-uks-most-and-least-reliable-car-makes/n20072…",1,3,9,0.10833333333333334
1176447685248847872,cw30720668,2019-09-24,GM VW Nissan-Renault NIO all in some kind of troubles now; while $tsla is growing exponentially,0,0,2,0.6
1177133897634611200,TeslaOpinion,2019-09-26,"Tesla is the 3rd MOST RELIABLE manufacturer in WhatCar UK’s survey! 18,000 surveyed.10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes Benz, Porsche, Citroen.$TSLA $tslaq",0,3,6,0.10833333333333334
1178465827793686528,TeslaOpinion,2019-09-30,"Tesla is THE MOST RELIABLE manufacturer in UK survey when exclude cars with regular servicing needs! 18,000 surveyed.10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes, Porsche, Citroen.#DreamCar $TSLA $tslaqhttps://whatcar.com/news/the-uks-most-and-least-reliable-car-makes/n20072…",1,3,4,0.06666666666666667
1178720271462752257,Alpsoy66,2019-09-30,"Golf GTI TCR vs Renault Megane RS Trophy - our latest evo Deadly Rivals is now live, with the Renault's rear-wheel steering at its most spectacular - https://youtu.be/bwP5--0VI78",0,0,2,0.30727272727272725
1179569638860034048,FinTwitTSLA,2019-10-03,"via WSJ: Mate Rimac, the engineer that built powerful batteries for Aston Martin and Renault, is about to unleash his own 1,914 horsepower beast. Dan Neil sits down with ""the next Elon Musk."" https://on.wsj.com/2nKMfeJ $tsla",0,1,1,0.1861111111111111
1179848356211806208,RtGT_Guinness,2019-10-03,"""Why This $4,000 Renault Is as Disruptive as the Tesla Model 3""https://thedrive.com/new-cars/12579/why-this-4000-renault-is-as-disruptive-as-the-tesla-model-3…$TSLA $NIO $TSLAQ",0,0,1,0.0
1180378259005100032,ashtaroth75,2019-10-05,Buy the New @RenaultZE #Zoe and split the rest between $TSLA and Bitcoin,0,0,0,0.13636363636363635
1180852938887045121,FinTwitTSLA,2019-10-06,"via WSJ: Mate Rimac, the engineer that built powerful batteries for Aston Martin and Renault, is about to unleash his own 1,914 horsepower beast. Dan Neil sits down with ""the next Elon Musk."" https://on.wsj.com/32WOoTl $tsla",0,1,0,0.1861111111111111
1181209385118384129,princetongb,2019-10-07,"Mate Rimac, the engineer that built powerful batteries for Aston Martin and Renault, is about to unleash his own 1,224 horsepower beast. (Faster than upcoming $TSLA Roadster). https://wsj.com/articles/the-next-tesla-rimacs-all-electric-hypercar-is-built-to-race-the-big-boys-11570041325?shareToken=std81755c63c864bfb8d2993f81d303296… via @WSJ",0,0,0,0.44999999999999996
1181377738709422080,TeslaOpinion,2019-10-08,"UK survey. Tesla is the MOST RELIABLE automaker (excluding cars that need significant regular servicing). 18,000 surveyed.10 LEAST reliable: Land Rover, Renault, Jeep, Nissan, Vauxhall, Jaguar, Alpha Romeo, Mercedes Benz, Porsche, Citroen$TSLA $tslaqhttps://whatcar.com/news/the-uks-most-and-least-reliable-car-makes/n20072…",1,3,11,0.14375
1181813406841458689,BertelSchmitt,2019-10-09,@Renault Mulls Bigger Electric Car to Compete Against $TSLA s Model 3 https://bloomberg.com/news/articles/2019-10-09/renault-mulls-big-brother-to-electric-zoe-rivaling-tesla-vw… via @Bloomberg,0,0,1,0.0
1182011113912852483,techsonIP,2019-10-09,Renault Planning To Compete With Tesla In The Electric Market$TSLA,0,0,1,0.0
1182343670328156160,AlexWitzleben,2019-10-10,Tesla Earnings: Will the Electric-Car Maker Report a Profit? @themotleyfool #stocks $TSLA https://fool.com/investing/2019/10/10/tesla-earnings-will-the-electric-car-maker-report.aspx… #investment  #electriccar #electriccars #ElectricVehicles #EVs #Tesla #cars #Autos #vw #Daimler #BMW #PSA #Renault #Peugeot #Citroen #Fiat #Volvo #Opel,0,0,1,0.0
1182588118031097856,FaisamTrader,2019-10-11,$spy $gspc $aapl $nflx $goog $tsla Renault ousts CEO Thierry Bollore,0,0,0,0.0
1185609367250505728,FinInvTr,2019-10-19,"Renault, Volvo Slash Guidance, Unleashing Shockwaves Across Auto IndustryBad news for Fraud Boy Muskrat?$F $GM $TSLA $TSLAQ $FCAUhttps://buff.ly/32vKpNO",0,1,1,0.0
1185863828883431425,BertelSchmitt,2019-10-20,"The panel gap gauges show in the pic were used in the production of the $5000 Renault Kwid. I doubt they use those on a $50,000 $tsla",1,0,0,0.0
1187153001263353856,WSBConsensus,2019-10-23,"Samsung Group - Renault Samsung Motors is prepared to cut output by half after one of its biggest contracts with Nissan, forcing the automaker to consider further job cuts$TSLA $F $GM",0,0,1,-0.08333333333333333
1189805097330626560,MrR17941987,2019-10-31,I remember last year  when @ElectrekCo  megaphones 550mm $  $TSLA would make with Chrysler ZVE credits.   Gone now  with merger Renault Peugeot.   $TSLAq,0,0,1,0.0
1189888449748389889,MrR17941987,2019-10-31,Renault is part of PSA and with Model ZOE allone they create a lot of Credits. And if Fiat could use Tesla  Credits   the  new Fiat PSA can do it anyway.  https://peugeot.de/neuer-city-suv-peugeot-e-2008.html…$TSLAq $tsla,1,0,1,0.13636363636363635
1197201822361931777,BradMunchen,2019-11-20,"Renault bought a 44% stake in Nissan in 1999 when Nissan was in better shape than $TSLA is now. They bought Nissan at roughly $2.15/share & closed 5 factories, improved design & production efficiencies. Four years later, Nissan's share price jumped to $12.80 (+495%). Turnaround.",1,0,1,0.07500000000000001
1199027887975936005,ShortingIsFun,2019-11-25,"Congrats to @ElonMusk. The $TSLA #CyberTruck made the list of vehicles best known for their negative reception. Such classics as the Suzuki X-90, Cadillac Catera, Renault Dauphine, SsangYong Rodius, & every Yugo made share space with you on that list.  https://en.wikipedia.org/wiki/List_of_automobiles_known_for_negative_reception#Tesla_Cybertruck_(2019_-_present)…",0,0,2,0.2333333333333333
1201799342887063552,BertelSchmitt,2019-12-03,"Also in @auto_schmidt’s great EU EV Intelligence report: Renault-Nissan-Mitsubishi Alliance handily out-BEVs $tsla in EU, Mitsubishi Outlander top-selling PHEV, next three all BMWs. Get it at",1,0,5,0.4666666666666666
1206598746861117440,RawlinsonJw,2019-12-16,Fun fact $tsla mkt cap is the same as Audi+Renault+Peugeot. Crazy,0,0,2,-0.09999999999999999
1207989025459580929,WPipperger,2019-12-20,"""November brought another demonstration of strength from the Daimler Group, placing once again three models in the top 5.""$TSLA $TSLAQBMW i3, Renault Zoe, Tesla Model 3 — Who Will Be Germany's Best Selling EV In 2019? | CleanTechnica",0,0,0,0.75
1208100006047211520,MemesOfMars,2019-12-20,"BMW i3, Renault Zoe, Tesla Model 3 — Who Will Be Germany’s Best Selling EV In 2019? https://buff.ly/35DpgTg #TeamElon $TSLA #Tesla",0,0,0,1.0
1208519495582699521,fly4dat,2019-12-21,"This vehicle costs less than a Renault Zoe, or less than half of the #Tesla Model Y, while has a similar size to the latter. Drivetrain specs are obv sub-par, but still quite usable.No, I'm not expecting it to outsell the MY.$TSLA $TSLAQ",9,2,16,-0.1
1211951628657541120,FBosom,2019-12-31,"@elonmusk must be following @carlosghosn jail break to #lebanon with great interest. Fleeing justice to where there is none, genius! no wonder he was so well paid as a leader. #japan #lebanon #nissan #Renault $tslaq $tsla",1,0,1,0.3
